zone_id,date,traffic_congestion
Z157,2025-02-12,L
Z157,2025-02-13,L
Z157,2025-02-14,M
Z157,2025-02-15,L
Z157,2025-02-16,L
Z157,2025-02-17,H
Z157,2025-02-18,M
Z157,2025-02-19,
Z157,2025-02-20,M
Z157,2025-02-21,L
Z157,2025-02-22,L
Z157,2025-02-23,
Z157,2025-02-24,M
Z157,2025-02-25,L
Z157,2025-02-26,
Z157,2025-02-27,
Z157,2025-02-28,M
Z157,2025-03-01,H
Z157,2025-03-02,M
Z157,2025-03-03,M
Z157,2025-03-04,L
Z157,2025-03-05,H
Z157,2025-03-06,L
Z157,2025-03-07,L
Z157,2025-03-08,L
Z157,2025-03-09,L
Z157,2025-03-10,L
Z157,2025-03-11,
Z157,2025-03-12,M
Z157,2025-03-13,H
Z157,2025-03-14,L
Z157,2025-03-15,H
Z157,2025-03-16,L
Z157,2025-03-17,H
Z157,2025-03-18,H
Z157,2025-03-19,M
Z157,2025-03-20,M
Z157,2025-03-21,H
Z157,2025-03-22,M
Z157,2025-03-23,M
Z157,2025-03-24,L
Z157,2025-03-25,H
Z157,2025-03-26,L
Z157,2025-03-27,M
Z157,2025-03-28,M
Z157,2025-03-29,L
Z157,2025-03-30,L
Z157,2025-03-31,H
Z158,2025-01-01,L
Z158,2025-01-02,M
Z158,2025-01-03,L
Z158,2025-01-04,H
Z158,2025-01-05,L
Z158,2025-01-06,L
Z158,2025-01-07,M
Z158,2025-01-08,L
Z158,2025-01-09,L
Z158,2025-01-10,M
Z158,2025-01-11,M
Z158,2025-01-12,M
Z158,2025-01-13,L
Z158,2025-01-14,L
Z158,2025-01-15,L
Z158,2025-01-16,L
Z158,2025-01-17,H
Z158,2025-01-18,L
Z158,2025-01-19,M
Z158,2025-01-20,H
Z158,2025-01-21,L
Z158,2025-01-22,M
Z158,2025-01-23,L
Z158,2025-01-24,L
Z158,2025-01-25,H
Z158,2025-01-26,H
Z158,2025-01-27,L
Z158,2025-01-28,M
Z158,2025-01-29,L
Z158,2025-01-30,L
Z158,2025-01-31,L
Z158,2025-02-01,L
Z158,2025-02-02,M
Z158,2025-02-03,H
Z158,2025-02-04,H
Z158,2025-02-05,
Z158,2025-02-06,
Z158,2025-02-07,M
Z158,2025-02-08,L
Z158,2025-02-09,L
Z158,2025-02-10,L
Z158,2025-02-11,M
Z158,2025-02-12,L
Z158,2025-02-13,L
Z158,2025-02-14,L
Z158,2025-02-15,L
Z158,2025-02-16,L
Z158,2025-02-17,M
Z158,2025-02-18,M
Z158,2025-02-19,L
Z158,2025-02-20,L
Z158,2025-02-21,L
Z158,2025-02-22,L
Z158,2025-02-23,
Z158,2025-02-24,L
Z158,2025-02-25,L
Z158,2025-02-26,M
Z158,2025-02-27,L
Z158,2025-02-28,M
Z158,2025-03-01,L
Z158,2025-03-02,M
Z158,2025-03-03,
Z158,2025-03-04,L
Z158,2025-03-05,H
Z158,2025-03-06,L
Z158,2025-03-07,H
Z158,2025-03-08,L
Z158,2025-03-09,M
Z158,2025-03-10,L
Z158,2025-03-11,M
Z158,2025-03-12,L
Z158,2025-03-13,L
Z158,2025-03-14,L
Z158,2025-03-15,H
Z158,2025-03-16,L
Z158,2025-03-17,H
Z158,2025-03-18,L
Z158,2025-03-19,L
Z158,2025-03-20,H
Z158,2025-03-21,L
Z158,2025-03-22,L
Z158,2025-03-23,H
Z158,2025-03-24,H
Z158,2025-03-25,M
Z158,2025-03-26,L
Z158,2025-03-27,L
Z158,2025-03-28,M
Z158,2025-03-29,H
Z158,2025-03-30,L
Z158,2025-03-31,L
Z159,2025-01-01,M
Z159,2025-01-02,H
Z159,2025-01-03,M
Z159,2025-01-04,M
Z159,2025-01-05,H
Z159,2025-01-06,L
Z159,2025-01-07,H
Z159,2025-01-08,H
Z159,2025-01-09,L
Z159,2025-01-10,M
Z159,2025-01-11,L
Z159,2025-01-12,L
Z159,2025-01-13,L
Z159,2025-01-14,H
Z159,2025-01-15,L
Z159,2025-01-16,H
Z159,2025-01-17,L
Z159,2025-01-18,M
Z159,2025-01-19,M
Z159,2025-01-20,
Z159,2025-01-21,L
Z159,2025-01-22,M
Z159,2025-01-23,L
Z159,2025-01-24,M
Z159,2025-01-25,M
Z159,2025-01-26,M
Z159,2025-01-27,H
Z159,2025-01-28,L
Z159,2025-01-29,H
Z159,2025-01-30,M
Z159,2025-01-31,H
Z159,2025-02-01,L
Z159,2025-02-02,
Z159,2025-02-03,L
Z159,2025-02-04,L
Z159,2025-02-05,H
Z159,2025-02-06,M
Z159,2025-02-07,L
Z159,2025-02-08,L
Z159,2025-02-09,L
Z159,2025-02-10,M
Z159,2025-02-11,M
Z159,2025-02-12,M
Z159,2025-02-13,M
Z159,2025-02-14,L
Z159,2025-02-15,H
Z159,2025-02-16,L
Z159,2025-02-17,M
Z159,2025-02-18,L
Z159,2025-02-19,L
Z159,2025-02-20,M
Z159,2025-02-21,L
Z159,2025-02-22,L
Z159,2025-02-23,H
Z159,2025-02-24,H
Z159,2025-02-25,L
Z159,2025-02-26,L
Z159,2025-02-27,M
Z159,2025-02-28,M
Z159,2025-03-01,H
Z159,2025-03-02,H
Z159,2025-03-03,M
Z159,2025-03-04,H
Z159,2025-03-05,L
Z159,2025-03-06,M
Z159,2025-03-07,H
Z159,2025-03-08,L
Z159,2025-03-09,M
Z159,2025-03-10,M
Z159,2025-03-11,
Z159,2025-03-12,M
Z159,2025-03-13,M
Z159,2025-03-14,
Z159,2025-03-15,M
Z159,2025-03-16,M
Z159,2025-03-17,M
Z159,2025-03-18,L
Z159,2025-03-19,H
Z159,2025-03-20,M
Z159,2025-03-21,M
Z159,2025-03-22,M
Z159,2025-03-23,L
Z159,2025-03-24,M
Z159,2025-03-25,L
Z159,2025-03-26,L
Z159,2025-03-27,
Z159,2025-03-28,H
Z159,2025-03-29,M
Z159,2025-03-30,L
Z159,2025-03-31,M
Z160,2025-01-01,M
Z160,2025-01-02,L
Z160,2025-01-03,M
Z160,2025-01-04,L
Z160,2025-01-05,M
Z160,2025-01-06,
Z160,2025-01-07,
Z160,2025-01-08,H
Z160,2025-01-09,M
Z160,2025-01-10,M
Z160,2025-01-11,L
Z160,2025-01-12,H
Z160,2025-01-13,L
Z160,2025-01-14,M
Z160,2025-01-15,M
Z160,2025-01-16,M
Z160,2025-01-17,M
Z160,2025-01-18,M
Z160,2025-01-19,M
Z160,2025-01-20,M
Z160,2025-01-21,L
Z160,2025-01-22,
Z160,2025-01-23,L
Z160,2025-01-24,M
Z160,2025-01-25,L
Z160,2025-01-26,H
Z160,2025-01-27,H
Z160,2025-01-28,M
Z160,2025-01-29,H
Z160,2025-01-30,L
Z160,2025-01-31,L
Z160,2025-02-01,M
Z160,2025-02-02,L
Z160,2025-02-03,M
Z160,2025-02-04,L
Z160,2025-02-05,H
Z160,2025-02-06,L
Z160,2025-02-07,M
Z160,2025-02-08,L
Z160,2025-02-09,
Z160,2025-02-10,L
Z160,2025-02-11,H
Z160,2025-02-12,L
Z160,2025-02-13,L
Z160,2025-02-14,M
Z160,2025-02-15,L
Z160,2025-02-16,L
Z160,2025-02-17,M
Z160,2025-02-18,L
Z160,2025-02-19,H
Z160,2025-02-20,M
Z160,2025-02-21,
Z160,2025-02-22,M
Z160,2025-02-23,H
Z160,2025-02-24,H
Z160,2025-02-25,M
Z160,2025-02-26,
Z160,2025-02-27,M
Z160,2025-02-28,M
Z160,2025-03-01,M
Z160,2025-03-02,H
Z160,2025-03-03,
Z160,2025-03-04,L
Z160,2025-03-05,M
Z160,2025-03-06,L
Z160,2025-03-07,M
Z160,2025-03-08,
Z160,2025-03-09,H
Z160,2025-03-10,M
Z160,2025-03-11,M
Z160,2025-03-12,M
Z160,2025-03-13,M
Z160,2025-03-14,L
Z160,2025-03-15,
Z160,2025-03-16,L
Z160,2025-03-17,M
Z160,2025-03-18,M
Z160,2025-03-19,L
Z160,2025-03-20,L
Z160,2025-03-21,L
Z160,2025-03-22,M
Z160,2025-03-23,M
Z160,2025-03-24,
Z160,2025-03-25,M
Z160,2025-03-26,L
Z160,2025-03-27,M
Z160,2025-03-28,H
Z160,2025-03-29,H
Z160,2025-03-30,
Z160,2025-03-31,L
Z161,2025-01-01,M
Z161,2025-01-02,M
Z161,2025-01-03,M
Z161,2025-01-04,H
Z161,2025-01-05,M
Z161,2025-01-06,M
Z161,2025-01-07,L
Z161,2025-01-08,L
Z161,2025-01-09,L
Z161,2025-01-10,M
Z161,2025-01-11,L
Z161,2025-01-12,M
Z161,2025-01-13,L
Z161,2025-01-14,L
Z161,2025-01-15,M
Z161,2025-01-16,H
Z161,2025-01-17,
Z161,2025-01-18,M
Z161,2025-01-19,H
Z161,2025-01-20,M
Z161,2025-01-21,M
Z161,2025-01-22,L
Z161,2025-01-23,M
Z161,2025-01-24,M
Z161,2025-01-25,L
Z161,2025-01-26,M
Z161,2025-01-27,H
Z161,2025-01-28,L
Z161,2025-01-29,L
Z161,2025-01-30,H
Z161,2025-01-31,H
Z161,2025-02-01,M
Z161,2025-02-02,M
Z161,2025-02-03,L
Z161,2025-02-04,L
Z161,2025-02-05,
Z161,2025-02-06,H
Z161,2025-02-07,H
Z161,2025-02-08,L
Z161,2025-02-09,M
Z161,2025-02-10,M
Z161,2025-02-11,H
Z161,2025-02-12,M
Z161,2025-02-13,L
Z161,2025-02-14,M
Z161,2025-02-15,M
Z161,2025-02-16,
Z161,2025-02-17,L
Z161,2025-02-18,L
Z161,2025-02-19,M
Z161,2025-02-20,L
Z161,2025-02-21,L
Z161,2025-02-22,
Z161,2025-02-23,M
Z161,2025-02-24,L
Z161,2025-02-25,
Z161,2025-02-26,L
Z161,2025-02-27,H
Z161,2025-02-28,L
Z161,2025-03-01,H
Z161,2025-03-02,L
Z161,2025-03-03,L
Z161,2025-03-04,M
Z161,2025-03-05,M
Z161,2025-03-06,L
Z161,2025-03-07,H
Z161,2025-03-08,L
Z161,2025-03-09,M
Z161,2025-03-10,
Z161,2025-03-11,M
Z161,2025-03-12,M
Z161,2025-03-13,M
Z161,2025-03-14,M
Z161,2025-03-15,M
Z161,2025-03-16,L
Z161,2025-03-17,M
Z161,2025-03-18,L
Z161,2025-03-19,
Z161,2025-03-20,L
Z161,2025-03-21,L
Z161,2025-03-22,L
Z161,2025-03-23,
Z161,2025-03-24,H
Z161,2025-03-25,M
Z161,2025-03-26,L
Z161,2025-03-27,H
Z161,2025-03-28,H
Z161,2025-03-29,H
Z161,2025-03-30,M
Z161,2025-03-31,M
Z162,2025-01-01,H
Z162,2025-01-02,M
Z162,2025-01-03,
Z162,2025-01-04,H
Z162,2025-01-05,L
Z162,2025-01-06,L
Z162,2025-01-07,M
Z162,2025-01-08,L
Z162,2025-01-09,L
Z162,2025-01-10,M
Z162,2025-01-11,L
Z162,2025-01-12,M
Z162,2025-01-13,M
Z162,2025-01-14,L
Z162,2025-01-15,M
Z162,2025-01-16,L
Z162,2025-01-17,L
Z162,2025-01-18,L
Z162,2025-01-19,M
Z162,2025-01-20,
Z162,2025-01-21,M
Z162,2025-01-22,L
Z162,2025-01-23,L
Z162,2025-01-24,L
Z162,2025-01-25,H
Z162,2025-01-26,L
Z162,2025-01-27,L
Z162,2025-01-28,L
Z162,2025-01-29,M
Z162,2025-01-30,L
Z162,2025-01-31,L
Z162,2025-02-01,M
Z162,2025-02-02,M
Z162,2025-02-03,L
Z162,2025-02-04,M
Z162,2025-02-05,H
Z162,2025-02-06,M
Z162,2025-02-07,M
Z162,2025-02-08,M
Z162,2025-02-09,L
Z162,2025-02-10,L
Z162,2025-02-11,M
Z162,2025-02-12,L
Z162,2025-02-13,M
Z162,2025-02-14,L
Z162,2025-02-15,M
Z162,2025-02-16,L
Z162,2025-02-17,M
Z162,2025-02-18,L
Z162,2025-02-19,L
Z162,2025-02-20,L
Z162,2025-02-21,L
Z162,2025-02-22,L
Z162,2025-02-23,L
Z162,2025-02-24,
Z162,2025-02-25,L
Z162,2025-02-26,L
Z162,2025-02-27,M
Z162,2025-02-28,M
Z162,2025-03-01,L
Z162,2025-03-02,L
Z162,2025-03-03,L
Z162,2025-03-04,L
Z162,2025-03-05,M
Z162,2025-03-06,L
Z162,2025-03-07,M
Z162,2025-03-08,M
Z162,2025-03-09,L
Z162,2025-03-10,M
Z162,2025-03-11,H
Z162,2025-03-12,M
Z162,2025-03-13,L
Z162,2025-03-14,H
Z162,2025-03-15,L
Z162,2025-03-16,H
Z162,2025-03-17,L
Z162,2025-03-18,M
Z162,2025-03-19,L
Z162,2025-03-20,M
Z162,2025-03-21,H
Z162,2025-03-22,H
Z162,2025-03-23,M
Z162,2025-03-24,M
Z162,2025-03-25,L
Z162,2025-03-26,H
Z162,2025-03-27,L
Z162,2025-03-28,L
Z162,2025-03-29,L
Z162,2025-03-30,L
Z162,2025-03-31,H
Z163,2025-01-01,M
Z163,2025-01-02,
Z163,2025-01-03,L
Z163,2025-01-04,M
Z163,2025-01-05,L
Z163,2025-01-06,L
Z163,2025-01-07,M
Z163,2025-01-08,M
Z163,2025-01-09,L
Z163,2025-01-10,L
Z163,2025-01-11,H
Z163,2025-01-12,M
Z163,2025-01-13,M
Z163,2025-01-14,M
Z163,2025-01-15,M
Z163,2025-01-16,M
Z163,2025-01-17,L
Z163,2025-01-18,M
Z163,2025-01-19,L
Z163,2025-01-20,M
Z163,2025-01-21,M
Z163,2025-01-22,L
Z163,2025-01-23,L
Z163,2025-01-24,L
Z163,2025-01-25,H
Z163,2025-01-26,L
Z163,2025-01-27,M
Z163,2025-01-28,L
Z163,2025-01-29,L
Z163,2025-01-30,
Z163,2025-01-31,L
Z163,2025-02-01,M
Z163,2025-02-02,M
Z163,2025-02-03,M
Z163,2025-02-04,L
Z163,2025-02-05,L
Z163,2025-02-06,M
Z163,2025-02-07,L
Z163,2025-02-08,H
Z163,2025-02-09,H
Z163,2025-02-10,
Z163,2025-02-11,L
Z163,2025-02-12,L
Z163,2025-02-13,L
Z163,2025-02-14,M
Z163,2025-02-15,L
Z163,2025-02-16,L
Z163,2025-02-17,M
Z163,2025-02-18,M
Z163,2025-02-19,
Z163,2025-02-20,M
Z163,2025-02-21,L
Z163,2025-02-22,H
Z163,2025-02-23,M
Z163,2025-02-24,M
Z163,2025-02-25,M
Z163,2025-02-26,H
Z163,2025-02-27,M
Z163,2025-02-28,H
Z163,2025-03-01,
Z163,2025-03-02,H
Z163,2025-03-03,L
Z163,2025-03-04,H
Z163,2025-03-05,H
Z163,2025-03-06,M
Z163,2025-03-07,H
Z163,2025-03-08,H
Z163,2025-03-09,L
Z163,2025-03-10,
Z163,2025-03-11,M
Z163,2025-03-12,L
Z163,2025-03-13,M
Z163,2025-03-14,M
Z163,2025-03-15,M
Z163,2025-03-16,L
Z163,2025-03-17,L
Z163,2025-03-18,L
Z163,2025-03-19,
Z163,2025-03-20,M
Z163,2025-03-21,L
Z163,2025-03-22,M
Z163,2025-03-23,M
Z163,2025-03-24,L
Z163,2025-03-25,
Z163,2025-03-26,L
Z163,2025-03-27,M
Z163,2025-03-28,M
Z163,2025-03-29,L
Z163,2025-03-30,L
Z163,2025-03-31,
Z164,2025-01-01,L
Z164,2025-01-02,M
Z164,2025-01-03,L
Z164,2025-01-04,L
Z164,2025-01-05,L
Z164,2025-01-06,M
Z164,2025-01-07,H
Z164,2025-01-08,L
Z164,2025-01-09,
Z164,2025-01-10,L
Z164,2025-01-11,L
Z164,2025-01-12,M
Z164,2025-01-13,L
Z164,2025-01-14,H
Z164,2025-01-15,L
Z164,2025-01-16,M
Z164,2025-01-17,M
Z164,2025-01-18,
Z164,2025-01-19,H
Z164,2025-01-20,M
Z164,2025-01-21,H
Z164,2025-01-22,M
Z164,2025-01-23,L
Z164,2025-01-24,M
Z164,2025-01-25,H
Z164,2025-01-26,L
Z164,2025-01-27,L
Z164,2025-01-28,M
Z164,2025-01-29,M
Z164,2025-01-30,H
Z164,2025-01-31,L
Z164,2025-02-01,L
Z164,2025-02-02,M
Z164,2025-02-03,M
Z164,2025-02-04,
Z164,2025-02-05,M
Z164,2025-02-06,L
Z164,2025-02-07,L
Z164,2025-02-08,H
Z164,2025-02-09,L
Z164,2025-02-10,L
Z164,2025-02-11,M
Z164,2025-02-12,
Z164,2025-02-13,M
Z164,2025-02-14,L
Z164,2025-02-15,L
Z164,2025-02-16,H
Z164,2025-02-17,M
Z164,2025-02-18,H
Z164,2025-02-19,M
Z164,2025-02-20,M
Z164,2025-02-21,L
Z164,2025-02-22,M
Z164,2025-02-23,
Z164,2025-02-24,L
Z164,2025-02-25,L
Z164,2025-02-26,M
Z164,2025-02-27,L
Z164,2025-02-28,L
Z164,2025-03-01,M
Z164,2025-03-02,H
Z164,2025-03-03,H
Z164,2025-03-04,M
Z164,2025-03-05,
Z164,2025-03-06,L
Z164,2025-03-07,H
Z164,2025-03-08,
Z164,2025-03-09,
Z164,2025-03-10,M
Z164,2025-03-11,L
Z164,2025-03-12,M
Z164,2025-03-13,M
Z164,2025-03-14,H
Z164,2025-03-15,M
Z164,2025-03-16,L
Z164,2025-03-17,L
Z164,2025-03-18,L
Z164,2025-03-19,H
Z164,2025-03-20,
Z164,2025-03-21,L
Z164,2025-03-22,M
Z164,2025-03-23,L
Z164,2025-03-24,M
Z164,2025-03-25,M
Z164,2025-03-26,L
Z164,2025-03-27,H
Z164,2025-03-28,M
Z164,2025-03-29,L
Z164,2025-03-30,L
Z164,2025-03-31,M
Z165,2025-01-01,M
Z165,2025-01-02,M
Z165,2025-01-03,L
Z165,2025-01-04,M
Z165,2025-01-05,M
Z165,2025-01-06,M
Z165,2025-01-07,M
Z165,2025-01-08,M
Z165,2025-01-09,M
Z165,2025-01-10,
Z165,2025-01-11,M
Z165,2025-01-12,
Z165,2025-01-13,L
Z165,2025-01-14,L
Z165,2025-01-15,H
Z165,2025-01-16,L
Z165,2025-01-17,
Z165,2025-01-18,L
Z165,2025-01-19,M
Z165,2025-01-20,L
Z165,2025-01-21,H
Z165,2025-01-22,H
Z165,2025-01-23,M
Z165,2025-01-24,H
Z165,2025-01-25,M
Z165,2025-01-26,L
Z165,2025-01-27,
Z165,2025-01-28,L
Z165,2025-01-29,M
Z165,2025-01-30,L
Z165,2025-01-31,L
Z165,2025-02-01,M
Z165,2025-02-02,L
Z165,2025-02-03,M
Z165,2025-02-04,H
Z165,2025-02-05,H
Z165,2025-02-06,H
Z165,2025-02-07,L
Z165,2025-02-08,L
Z165,2025-02-09,M
Z165,2025-02-10,M
Z165,2025-02-11,H
Z165,2025-02-12,L
Z165,2025-02-13,
Z165,2025-02-14,H
Z165,2025-02-15,L
Z165,2025-02-16,M
Z165,2025-02-17,M
Z165,2025-02-18,M
Z165,2025-02-19,L
Z165,2025-02-20,M
Z165,2025-02-21,H
Z165,2025-02-22,M
Z165,2025-02-23,H
Z165,2025-02-24,L
Z165,2025-02-25,M
Z165,2025-02-26,M
Z165,2025-02-27,L
Z165,2025-02-28,M
Z165,2025-03-01,M
Z165,2025-03-02,H
Z165,2025-03-03,M
Z165,2025-03-04,M
Z165,2025-03-05,M
Z165,2025-03-06,L
Z165,2025-03-07,M
Z165,2025-03-08,M
Z165,2025-03-09,L
Z165,2025-03-10,L
Z165,2025-03-11,M
Z165,2025-03-12,M
Z165,2025-03-13,M
Z165,2025-03-14,H
Z165,2025-03-15,L
Z165,2025-03-16,L
Z165,2025-03-17,M
Z165,2025-03-18,L
Z165,2025-03-19,M
Z165,2025-03-20,M
Z165,2025-03-21,M
Z165,2025-03-22,L
Z165,2025-03-23,M
Z165,2025-03-24,L
Z165,2025-03-25,
Z165,2025-03-26,L
Z165,2025-03-27,L
Z165,2025-03-28,
Z165,2025-03-29,L
Z165,2025-03-30,M
Z165,2025-03-31,M
Z166,2025-01-01,M
Z166,2025-01-02,M
Z166,2025-01-03,M
Z166,2025-01-04,L
Z166,2025-01-05,H
Z166,2025-01-06,
Z166,2025-01-07,M
Z166,2025-01-08,M
Z166,2025-01-09,L
Z166,2025-01-10,M
Z166,2025-01-11,L
Z166,2025-01-12,M
Z166,2025-01-13,M
Z166,2025-01-14,M
Z166,2025-01-15,M
Z166,2025-01-16,L
Z166,2025-01-17,L
Z166,2025-01-18,M
Z166,2025-01-19,L
Z166,2025-01-20,M
Z166,2025-01-21,L
Z166,2025-01-22,M
Z166,2025-01-23,H
Z166,2025-01-24,L
Z166,2025-01-25,L
Z166,2025-01-26,M
Z166,2025-01-27,M
Z166,2025-01-28,M
Z166,2025-01-29,L
Z166,2025-01-30,M
Z166,2025-01-31,M
Z166,2025-02-01,H
Z166,2025-02-02,
Z166,2025-02-03,H
Z166,2025-02-04,M
Z166,2025-02-05,M
Z166,2025-02-06,L
Z166,2025-02-07,L
Z166,2025-02-08,L
Z166,2025-02-09,M
Z166,2025-02-10,L
Z166,2025-02-11,L
Z166,2025-02-12,M
Z166,2025-02-13,M
Z166,2025-02-14,L
Z166,2025-02-15,M
Z166,2025-02-16,L
Z166,2025-02-17,M
Z166,2025-02-18,L
Z166,2025-02-19,M
Z166,2025-02-20,L
Z166,2025-02-21,M
Z166,2025-02-22,H
Z166,2025-02-23,M
Z166,2025-02-24,L
Z166,2025-02-25,L
Z166,2025-02-26,M
Z166,2025-02-27,L
Z166,2025-02-28,L
Z166,2025-03-01,L
Z166,2025-03-02,L
Z166,2025-03-03,M
Z166,2025-03-04,M
Z166,2025-03-05,M
Z166,2025-03-06,H
Z166,2025-03-07,
Z166,2025-03-08,M
Z166,2025-03-09,
Z166,2025-03-10,L
Z166,2025-03-11,M
Z166,2025-03-12,L
Z166,2025-03-13,L
Z166,2025-03-14,L
Z166,2025-03-15,H
Z166,2025-03-16,
Z166,2025-03-17,H
Z166,2025-03-18,
Z166,2025-03-19,H
Z166,2025-03-20,H
Z166,2025-03-21,M
Z166,2025-03-22,L
Z166,2025-03-23,L
Z166,2025-03-24,L
Z166,2025-03-25,L
Z166,2025-03-26,M
Z166,2025-03-27,L
Z166,2025-03-28,M
Z166,2025-03-29,M
Z166,2025-03-30,H
Z166,2025-03-31,L
Z167,2025-01-01,
Z167,2025-01-02,M
Z167,2025-01-03,M
Z167,2025-01-04,H
Z167,2025-01-05,M
Z167,2025-01-06,L
Z167,2025-01-07,M
Z167,2025-01-08,M
Z167,2025-01-09,L
Z167,2025-01-10,L
Z167,2025-01-11,M
Z167,2025-01-12,L
Z167,2025-01-13,L
Z167,2025-01-14,M
Z167,2025-01-15,L
Z167,2025-01-16,L
Z167,2025-01-17,H
Z167,2025-01-18,M
Z167,2025-01-19,L
Z167,2025-01-20,H
Z167,2025-01-21,M
Z167,2025-01-22,M
Z167,2025-01-23,L
Z167,2025-01-24,M
Z167,2025-01-25,H
Z167,2025-01-26,M
Z167,2025-01-27,L
Z167,2025-01-28,L
Z167,2025-01-29,L
Z167,2025-01-30,L
Z167,2025-01-31,M
Z167,2025-02-01,L
Z167,2025-02-02,M
Z167,2025-02-03,L
Z167,2025-02-04,L
Z167,2025-02-05,M
Z167,2025-02-06,H
Z167,2025-02-07,M
Z167,2025-02-08,M
Z167,2025-02-09,M
Z167,2025-02-10,H
Z167,2025-02-11,H
Z167,2025-02-12,L
Z167,2025-02-13,M
Z167,2025-02-14,
Z167,2025-02-15,M
Z167,2025-02-16,M
Z167,2025-02-17,L
Z167,2025-02-18,L
Z167,2025-02-19,H
Z167,2025-02-20,
Z167,2025-02-21,M
Z167,2025-02-22,H
Z167,2025-02-23,M
Z167,2025-02-24,L
Z167,2025-02-25,L
Z167,2025-02-26,H
Z167,2025-02-27,L
Z167,2025-02-28,L
Z167,2025-03-01,L
Z167,2025-03-02,M
Z167,2025-03-03,M
Z167,2025-03-04,M
Z167,2025-03-05,L
Z167,2025-03-06,M
Z167,2025-03-07,L
Z167,2025-03-08,H
Z167,2025-03-09,L
Z167,2025-03-10,L
Z167,2025-03-11,L
Z167,2025-03-12,H
Z167,2025-03-13,M
Z167,2025-03-14,M
Z167,2025-03-15,L
Z167,2025-03-16,H
Z167,2025-03-17,M
Z167,2025-03-18,L
Z167,2025-03-19,
Z167,2025-03-20,M
Z167,2025-03-21,L
Z167,2025-03-22,M
Z167,2025-03-23,M
Z167,2025-03-24,L
Z167,2025-03-25,M
Z167,2025-03-26,
Z167,2025-03-27,L
Z167,2025-03-28,M
Z167,2025-03-29,L
Z167,2025-03-30,
Z167,2025-03-31,M
Z168,2025-01-01,H
Z168,2025-01-02,M
Z168,2025-01-03,M
Z168,2025-01-04,M
Z168,2025-01-05,H
Z168,2025-01-06,M
Z168,2025-01-07,H
Z168,2025-01-08,
Z168,2025-01-09,M
Z168,2025-01-10,H
Z168,2025-01-11,M
Z168,2025-01-12,H
Z168,2025-01-13,L
Z168,2025-01-14,L
Z168,2025-01-15,H
Z168,2025-01-16,M
Z168,2025-01-17,L
Z168,2025-01-18,L
Z168,2025-01-19,H
Z168,2025-01-20,M
Z168,2025-01-21,M
Z168,2025-01-22,L
Z168,2025-01-23,M
Z168,2025-01-24,L
Z168,2025-01-25,H
Z168,2025-01-26,L
Z168,2025-01-27,M
Z168,2025-01-28,L
Z168,2025-01-29,M
Z168,2025-01-30,L
Z168,2025-01-31,L
Z168,2025-02-01,M
Z168,2025-02-02,M
Z168,2025-02-03,M
Z168,2025-02-04,H
Z168,2025-02-05,L
Z168,2025-02-06,M
Z168,2025-02-07,L
Z168,2025-02-08,M
Z168,2025-02-09,M
Z168,2025-02-10,H
Z168,2025-02-11,L
Z168,2025-02-12,M
Z168,2025-02-13,L
Z168,2025-02-14,H
Z168,2025-02-15,M
Z168,2025-02-16,M
Z168,2025-02-17,M
Z168,2025-02-18,L
Z168,2025-02-19,H
Z168,2025-02-20,M
Z168,2025-02-21,L
Z168,2025-02-22,L
Z168,2025-02-23,M
Z168,2025-02-24,M
Z168,2025-02-25,H
Z168,2025-02-26,L
Z168,2025-02-27,M
Z168,2025-02-28,L
Z168,2025-03-01,L
Z168,2025-03-02,L
Z168,2025-03-03,L
Z168,2025-03-04,L
Z168,2025-03-05,L
Z168,2025-03-06,
Z168,2025-03-07,L
Z168,2025-03-08,
Z168,2025-03-09,H
Z168,2025-03-10,M
Z168,2025-03-11,M
Z168,2025-03-12,H
Z168,2025-03-13,M
Z168,2025-03-14,M
Z168,2025-03-15,L
Z168,2025-03-16,L
Z168,2025-03-17,L
Z168,2025-03-18,M
Z168,2025-03-19,M
Z168,2025-03-20,M
Z168,2025-03-21,H
Z168,2025-03-22,L
Z168,2025-03-23,M
Z168,2025-03-24,L
Z168,2025-03-25,L
Z168,2025-03-26,L
Z168,2025-03-27,M
Z168,2025-03-28,L
Z168,2025-03-29,L
Z168,2025-03-30,L
Z168,2025-03-31,L
Z169,2025-01-01,L
Z169,2025-01-02,L
Z169,2025-01-03,M
Z169,2025-01-04,M
Z169,2025-01-05,M
Z169,2025-01-06,
Z169,2025-01-07,L
Z169,2025-01-08,H
Z169,2025-01-09,M
Z169,2025-01-10,L
Z169,2025-01-11,H
Z169,2025-01-12,L
Z169,2025-01-13,L
Z169,2025-01-14,M
Z169,2025-01-15,L
Z169,2025-01-16,L
Z169,2025-01-17,L
Z169,2025-01-18,M
Z169,2025-01-19,M
Z169,2025-01-20,
Z169,2025-01-21,L
Z169,2025-01-22,L
Z169,2025-01-23,M
Z169,2025-01-24,L
Z169,2025-01-25,M
Z169,2025-01-26,L
Z169,2025-01-27,
Z169,2025-01-28,M
Z169,2025-01-29,M
Z169,2025-01-30,M
Z169,2025-01-31,M
Z169,2025-02-01,
Z169,2025-02-02,L
Z169,2025-02-03,H
Z169,2025-02-04,L
Z169,2025-02-05,L
Z169,2025-02-06,L
Z169,2025-02-07,H
Z169,2025-02-08,M
Z169,2025-02-09,L
Z169,2025-02-10,
Z169,2025-02-11,L
Z169,2025-02-12,L
Z169,2025-02-13,M
